transaction_id,customer_id,transaction_date,transaction_status,coupon_name,burn_date,branch_id,days_to_burn,join_date,city_id,gender_id,city_name,gender_name,merchant_id,merchant_name
2866,870,2024-04-25,burned,TTS-280,2024-06-10,10,46.0,2024-01-25,11,2,Ismailia,Female,13,Thomas-Nelson
2867,886,2023-09-11,subscribed,LpU-683,,6,,2021-12-12,8,2,El-Mahalla El-Kubra,Female,15,Butler-Gomez
2868,978,2023-12-24,burned,nMO-659,2024-01-31,1,38.0,2023-10-13,8,1,El-Mahalla El-Kubra,Male,11,"Smith, Lawson and Hernandez"
2869,154,2024-07-08,subscribed,bzZ-878,,10,,2024-07-04,1,2,Cairo,Female,13,Thomas-Nelson
2870,390,2022-05-08,subscribed,jvL-246,,3,,2021-12-12,12,1,Fayyum,Male,8,Medina-Foster
2871,260,2024-06-28,subscribed,YHP-482,,7,,2023-09-15,16,2,Minya,Female,7,Berry-Anderson
2872,620,2023-02-06,burned,EbI-179,2023-04-03,8,56.0,2023-01-22,17,1,Damanhur,Male,20,Griffin-Leblanc
2873,883,2023-12-06,subscribed,KZA-305,,4,,2022-02-13,8,1,El-Mahalla El-Kubra,Male,15,Butler-Gomez
2874,797,2023-01-07,subscribed,QcO-359,,3,,2022-07-21,5,1,Port Said,Male,8,Medina-Foster
2875,571,2023-01-13,subscribed,IxL-404,,1,,2022-04-23,16,1,Minya,Male,11,"Smith, Lawson and Hernandez"
2876,125,2023-11-11,subscribed,HzK-670,,9,,2023-06-25,5,1,Port Said,Male,13,Thomas-Nelson
2877,354,2023-08-23,burned,eob-337,2023-10-01,10,39.0,2022-04-05,3,2,Giza,Female,13,Thomas-Nelson
2878,273,2023-10-13,subscribed,OCn-882,,6,,2023-04-26,13,1,Zagazig,Male,15,Butler-Gomez
2879,619,2023-09-20,subscribed,VfY-804,,6,,2023-06-14,6,1,Suez,Male,15,Butler-Gomez
2880,811,2024-02-06,subscribed,SFc-930,,9,,2023-03-21,11,2,Ismailia,Female,13,Thomas-Nelson
2881,245,2024-05-11,burned,vLx-852,2024-06-06,1,26.0,2022-05-01,3,1,Giza,Male,11,"Smith, Lawson and Hernandez"
2882,848,2024-05-22,subscribed,kHk-171,,6,,2021-11-01,5,2,Port Said,Female,15,Butler-Gomez
2883,450,2024-04-15,subscribed,XiC-244,,5,,2024-01-09,5,1,Port Said,Male,9,"Campbell, Shaffer and Martinez"
2884,930,2024-01-08,subscribed,ntF-318,,6,,2023-06-28,4,2,Shubra El-Kheima,Female,15,Butler-Gomez
2885,247,2022-08-02,subscribed,Twq-455,,8,,2021-09-24,3,2,Giza,Female,20,Griffin-Leblanc
2886,520,2022-12-06,burned,fIe-428,2023-01-21,5,46.0,2022-01-13,8,1,El-Mahalla El-Kubra,Male,9,"Campbell, Shaffer and Martinez"
2887,141,2023-09-30,subscribed,Urs-400,,2,,2023-05-07,11,1,Ismailia,Male,18,Lewis LLC
2888,362,2022-12-27,subscribed,qlk-369,,2,,2021-08-26,17,2,Damanhur,Female,18,Lewis LLC
2889,8,2024-04-19,burned,OSt-071,2024-06-01,10,43.0,2024-02-26,11,1,Ismailia,Male,13,Thomas-Nelson
2890,478,2024-05-07,burned,Gxd-263,2024-07-17,5,71.0,2024-03-30,9,1,Tanta,Male,9,"Campbell, Shaffer and Martinez"
2891,352,2023-10-25,burned,wxZ-797,2023-11-22,3,28.0,2023-07-21,20,2,Sohag,Female,8,Medina-Foster
2892,996,2023-04-07,subscribed,dwb-437,,10,,2022-10-28,3,1,Giza,Male,13,Thomas-Nelson
2893,495,2022-08-14,burned,Xqx-227,2022-10-27,3,74.0,2022-02-26,14,1,Damietta,Male,8,Medina-Foster
2894,606,2024-01-21,subscribed,jGi-144,,8,,2022-10-12,1,2,Cairo,Female,20,Griffin-Leblanc
2895,833,2023-07-11,burned,nXO-957,2023-08-17,7,37.0,2022-06-19,11,1,Ismailia,Male,7,Berry-Anderson
2896,427,2023-10-25,subscribed,Gbf-138,,1,,2022-12-24,11,2,Ismailia,Female,11,"Smith, Lawson and Hernandez"
2897,39,2024-04-28,burned,ZTi-289,2024-05-01,5,3.0,2024-02-27,2,2,Alexandria,Female,9,"Campbell, Shaffer and Martinez"
2898,593,2024-04-09,subscribed,tEX-308,,9,,2023-08-22,14,2,Damietta,Female,13,Thomas-Nelson
2899,187,2023-12-24,burned,aQa-025,2024-01-21,4,28.0,2022-12-10,20,1,Sohag,Male,15,Butler-Gomez
2900,596,2021-12-08,subscribed,Gmm-547,,1,,2021-08-20,18,2,Beni Suef,Female,11,"Smith, Lawson and Hernandez"
2901,600,2022-09-30,subscribed,pOl-067,,8,,2022-06-28,2,1,Alexandria,Male,20,Griffin-Leblanc
2902,754,2024-05-01,subscribed,kVu-563,,5,,2023-10-14,10,2,Asyut,Female,9,"Campbell, Shaffer and Martinez"
2903,854,2023-10-27,subscribed,xhB-522,,2,,2023-10-25,6,1,Suez,Male,18,Lewis LLC
2904,93,2023-07-02,subscribed,Lsi-651,,1,,2022-03-24,7,2,Mansoura,Female,11,"Smith, Lawson and Hernandez"
2905,86,2024-02-12,subscribed,qWz-173,,3,,2022-09-30,3,1,Giza,Male,8,Medina-Foster
2906,44,2024-07-13,subscribed,cDF-256,,9,,2023-07-24,8,1,El-Mahalla El-Kubra,Male,13,Thomas-Nelson
2907,137,2024-05-11,subscribed,sqa-560,,1,,2022-01-04,6,2,Suez,Female,11,"Smith, Lawson and Hernandez"
2908,421,2023-12-11,burned,Btn-349,2024-01-18,4,38.0,2023-07-24,12,2,Fayyum,Female,15,Butler-Gomez
2909,74,2023-10-15,subscribed,KUM-345,,8,,2022-05-16,15,2,Aswan,Female,20,Griffin-Leblanc
2910,548,2024-04-23,subscribed,ACW-075,,8,,2023-10-27,17,1,Damanhur,Male,20,Griffin-Leblanc
2911,613,2023-02-01,burned,vFV-316,2023-03-30,10,57.0,2022-12-04,1,1,Cairo,Male,13,Thomas-Nelson
2912,988,2024-04-22,subscribed,jcr-333,,8,,2024-02-11,8,1,El-Mahalla El-Kubra,Male,20,Griffin-Leblanc
2913,512,2024-04-09,burned,CJZ-453,2024-05-23,10,44.0,2022-06-24,10,2,Asyut,Female,13,Thomas-Nelson
2914,156,2024-07-01,subscribed,izp-736,,8,,2024-05-22,10,2,Asyut,Female,20,Griffin-Leblanc
2915,938,2023-11-14,burned,ARt-057,2024-01-28,4,75.0,2022-10-17,12,2,Fayyum,Female,15,Butler-Gomez
2916,255,2023-07-10,burned,RhA-667,2023-07-13,8,3.0,2022-06-13,4,1,Shubra El-Kheima,Male,20,Griffin-Leblanc
2917,171,2023-08-09,subscribed,QeG-607,,9,,2023-03-25,17,2,Damanhur,Female,13,Thomas-Nelson
2918,981,2022-09-08,burned,jGh-770,2022-10-19,7,41.0,2022-01-24,1,2,Cairo,Female,7,Berry-Anderson
2919,728,2021-12-12,subscribed,KpE-868,,2,,2021-07-18,1,2,Cairo,Female,18,Lewis LLC
2920,170,2024-05-10,subscribed,eun-173,,9,,2023-10-06,17,2,Damanhur,Female,13,Thomas-Nelson
2921,764,2024-05-06,subscribed,fzx-658,,8,,2024-02-06,3,2,Giza,Female,20,Griffin-Leblanc
2922,872,2024-07-09,subscribed,iSA-587,,5,,2024-02-21,5,1,Port Said,Male,9,"Campbell, Shaffer and Martinez"
2923,322,2024-02-01,burned,BEv-609,2024-04-29,3,88.0,2023-12-30,4,2,Shubra El-Kheima,Female,8,Medina-Foster
2924,567,2023-11-11,subscribed,Lcg-848,,7,,2021-08-13,14,1,Damietta,Male,7,Berry-Anderson
2925,456,2022-09-16,burned,AGF-841,2022-10-29,2,43.0,2021-12-31,4,1,Shubra El-Kheima,Male,18,Lewis LLC
2926,944,2022-04-29,burned,liD-101,2022-07-13,3,75.0,2021-08-13,4,1,Shubra El-Kheima,Male,8,Medina-Foster
2927,603,2022-06-15,subscribed,qRQ-936,,9,,2021-08-18,13,2,Zagazig,Female,13,Thomas-Nelson
2928,790,2022-05-16,subscribed,lix-822,,4,,2021-11-23,16,2,Minya,Female,15,Butler-Gomez
2929,613,2023-03-29,subscribed,hji-710,,4,,2022-12-04,1,1,Cairo,Male,15,Butler-Gomez
2930,155,2023-11-10,subscribed,ZdW-391,,3,,2023-05-12,19,1,Qena,Male,8,Medina-Foster
2931,889,2024-07-12,burned,tCU-349,2024-08-06,5,25.0,2024-05-04,6,1,Suez,Male,9,"Campbell, Shaffer and Martinez"
2932,349,2024-02-13,subscribed,oKi-894,,3,,2022-09-10,4,2,Shubra El-Kheima,Female,8,Medina-Foster
2933,451,2024-02-05,burned,zmO-796,2024-04-19,9,74.0,2023-08-19,9,2,Tanta,Female,13,Thomas-Nelson
2934,876,2023-06-16,subscribed,gDL-154,,3,,2022-11-19,5,2,Port Said,Female,8,Medina-Foster
2935,653,2023-05-04,subscribed,yKU-582,,2,,2022-10-10,16,1,Minya,Male,18,Lewis LLC
2936,173,2023-10-31,subscribed,pbs-351,,5,,2023-01-20,2,1,Alexandria,Male,9,"Campbell, Shaffer and Martinez"
2937,10,2024-03-04,subscribed,BNg-399,,6,,2023-08-19,4,2,Shubra El-Kheima,Female,15,Butler-Gomez
2938,740,2023-12-26,burned,lWp-503,2024-02-11,1,47.0,2022-08-01,19,2,Qena,Female,11,"Smith, Lawson and Hernandez"
2939,265,2024-03-23,burned,iGE-838,2024-04-11,6,19.0,2022-02-25,17,2,Damanhur,Female,15,Butler-Gomez
2940,438,2022-01-04,subscribed,QsM-046,,10,,2021-09-03,10,2,Asyut,Female,13,Thomas-Nelson
2941,760,2021-11-10,burned,JJG-230,2021-11-13,3,3.0,2021-09-08,13,2,Zagazig,Female,8,Medina-Foster
2942,247,2024-03-27,burned,JBH-858,2024-03-30,4,3.0,2021-09-24,3,2,Giza,Female,15,Butler-Gomez
2943,667,2022-05-08,subscribed,znO-315,,6,,2021-08-19,18,1,Beni Suef,Male,15,Butler-Gomez
2944,546,2023-05-31,subscribed,gbo-755,,8,,2022-02-17,3,2,Giza,Female,20,Griffin-Leblanc
2945,499,2024-05-28,burned,WIZ-787,2024-06-21,9,24.0,2024-02-16,11,1,Ismailia,Male,13,Thomas-Nelson
2946,129,2024-03-27,burned,qDX-365,2024-05-04,6,38.0,2024-02-03,11,2,Ismailia,Female,15,Butler-Gomez
2947,672,2024-06-07,burned,XlP-042,2024-08-15,7,69.0,2024-04-15,6,1,Suez,Male,7,Berry-Anderson
2948,601,2024-03-22,burned,YmW-063,2024-03-27,5,5.0,2024-03-09,10,2,Asyut,Female,9,"Campbell, Shaffer and Martinez"
2949,605,2024-06-19,subscribed,rLD-714,,9,,2024-05-26,1,2,Cairo,Female,13,Thomas-Nelson
2950,327,2024-04-29,subscribed,cKZ-955,,4,,2023-06-21,14,2,Damietta,Female,15,Butler-Gomez
2951,753,2023-12-30,burned,FVd-828,2024-02-06,10,38.0,2023-11-22,5,1,Port Said,Male,13,Thomas-Nelson
2952,835,2024-06-10,subscribed,qlg-832,,6,,2023-07-16,1,2,Cairo,Female,15,Butler-Gomez
2953,980,2024-06-14,burned,eny-192,2024-06-20,5,6.0,2024-05-13,11,1,Ismailia,Male,9,"Campbell, Shaffer and Martinez"
2954,404,2021-12-14,burned,UsG-188,2022-01-02,1,19.0,2021-09-30,1,2,Cairo,Female,11,"Smith, Lawson and Hernandez"
2955,629,2024-07-08,subscribed,ZnD-859,,5,,2024-04-18,19,1,Qena,Male,9,"Campbell, Shaffer and Martinez"
2956,606,2024-04-11,burned,LdI-903,2024-05-01,5,20.0,2022-10-12,1,2,Cairo,Female,9,"Campbell, Shaffer and Martinez"
2957,675,2024-05-17,burned,FIE-155,2024-06-17,9,31.0,2022-04-19,10,1,Asyut,Male,13,Thomas-Nelson
2958,611,2024-02-12,subscribed,yTp-999,,1,,2022-08-21,17,2,Damanhur,Female,11,"Smith, Lawson and Hernandez"
2959,625,2022-11-26,subscribed,zNx-403,,5,,2022-10-06,5,2,Port Said,Female,9,"Campbell, Shaffer and Martinez"
2960,359,2023-02-27,burned,gRC-590,2023-05-03,7,65.0,2022-08-17,18,1,Beni Suef,Male,7,Berry-Anderson
2961,603,2022-07-30,burned,rrU-592,2022-08-16,6,17.0,2021-08-18,13,2,Zagazig,Female,15,Butler-Gomez
2962,858,2023-12-09,subscribed,xTc-571,,6,,2022-04-26,12,2,Fayyum,Female,15,Butler-Gomez
2963,718,2022-06-12,burned,aKS-712,2022-06-29,7,17.0,2021-11-17,17,2,Damanhur,Female,7,Berry-Anderson
2964,17,2022-10-11,burned,QdY-825,2022-10-19,6,8.0,2022-07-08,1,2,Cairo,Female,15,Butler-Gomez
2965,274,2022-10-15,subscribed,oLF-028,,5,,2021-12-11,19,1,Qena,Male,9,"Campbell, Shaffer and Martinez"
2966,685,2023-05-23,subscribed,Vmy-783,,10,,2021-11-07,5,2,Port Said,Female,13,Thomas-Nelson
2967,116,2023-04-20,subscribed,nqR-854,,5,,2021-12-25,15,1,Aswan,Male,9,"Campbell, Shaffer and Martinez"
2968,861,2024-03-05,subscribed,YEi-728,,9,,2022-03-26,11,2,Ismailia,Female,13,Thomas-Nelson
2969,980,2024-06-20,subscribed,PRR-142,,8,,2024-05-13,11,1,Ismailia,Male,20,Griffin-Leblanc
2970,693,2024-02-20,subscribed,aIf-575,,10,,2024-01-08,11,2,Ismailia,Female,13,Thomas-Nelson
2971,91,2023-12-17,burned,ofK-157,2024-03-07,4,81.0,2022-01-17,7,1,Mansoura,Male,15,Butler-Gomez
2972,82,2024-04-02,burned,tkG-869,2024-05-04,4,32.0,2024-03-29,11,1,Ismailia,Male,15,Butler-Gomez
2973,324,2024-06-07,subscribed,YqD-134,,10,,2024-05-09,20,1,Sohag,Male,13,Thomas-Nelson
2974,961,2023-11-27,subscribed,VHb-052,,5,,2022-11-29,1,2,Cairo,Female,9,"Campbell, Shaffer and Martinez"
2975,114,2024-06-08,burned,LmF-866,2024-08-11,3,64.0,2024-06-04,7,2,Mansoura,Female,8,Medina-Foster
2976,769,2022-09-04,burned,FLV-187,2022-09-05,8,1.0,2021-08-29,4,1,Shubra El-Kheima,Male,20,Griffin-Leblanc
2977,58,2022-10-22,burned,sbo-077,2022-12-21,7,60.0,2022-07-31,12,1,Fayyum,Male,7,Berry-Anderson
2978,154,2024-07-11,subscribed,oEF-442,,5,,2024-07-04,1,2,Cairo,Female,9,"Campbell, Shaffer and Martinez"
2979,877,2023-11-23,subscribed,OVV-924,,10,,2022-10-15,19,1,Qena,Male,13,Thomas-Nelson
2980,404,2022-09-19,burned,Sqv-889,2022-12-06,3,78.0,2021-09-30,1,2,Cairo,Female,8,Medina-Foster
2981,628,2024-06-12,subscribed,hwo-369,,5,,2022-11-30,10,2,Asyut,Female,9,"Campbell, Shaffer and Martinez"
2982,855,2023-07-10,subscribed,VWI-897,,3,,2022-02-21,3,2,Giza,Female,8,Medina-Foster
2983,266,2023-11-27,subscribed,xsB-226,,10,,2022-06-21,1,1,Cairo,Male,13,Thomas-Nelson
2984,315,2023-03-30,burned,yDh-694,2023-06-01,5,63.0,2021-08-16,16,2,Minya,Female,9,"Campbell, Shaffer and Martinez"
2985,715,2023-07-09,burned,UVl-828,2023-08-05,1,27.0,2022-04-04,12,1,Fayyum,Male,11,"Smith, Lawson and Hernandez"
2986,41,2023-11-15,subscribed,gAO-922,,6,,2021-11-17,15,1,Aswan,Male,15,Butler-Gomez
2987,105,2022-04-21,subscribed,Xjq-328,,10,,2021-11-29,1,1,Cairo,Male,13,Thomas-Nelson
2988,901,2022-05-28,subscribed,Ikm-043,,4,,2021-09-01,7,2,Mansoura,Female,15,Butler-Gomez
2989,890,2024-02-20,subscribed,zJy-266,,4,,2022-02-02,1,1,Cairo,Male,15,Butler-Gomez
2990,193,2024-02-15,subscribed,hgr-128,,8,,2022-09-21,1,1,Cairo,Male,20,Griffin-Leblanc
2991,401,2023-05-22,burned,Uqe-418,2023-05-28,2,6.0,2021-10-24,20,2,Sohag,Female,18,Lewis LLC
2992,278,2022-08-08,subscribed,rZL-766,,4,,2021-09-03,15,2,Aswan,Female,15,Butler-Gomez
2993,354,2024-03-24,subscribed,zUo-864,,2,,2022-04-05,3,2,Giza,Female,18,Lewis LLC
2994,749,2024-04-25,subscribed,wsL-644,,1,,2023-10-03,6,2,Suez,Female,11,"Smith, Lawson and Hernandez"
2995,937,2024-03-04,burned,Zvs-044,2024-03-05,10,1.0,2022-10-04,4,1,Shubra El-Kheima,Male,13,Thomas-Nelson
2996,733,2023-08-10,burned,rjM-644,2023-08-31,3,21.0,2023-05-16,15,2,Aswan,Female,8,Medina-Foster
2997,580,2024-03-09,subscribed,loE-857,,8,,2023-11-28,4,2,Shubra El-Kheima,Female,20,Griffin-Leblanc
2998,709,2024-04-19,burned,VSR-823,2024-06-16,6,58.0,2022-06-17,18,2,Beni Suef,Female,15,Butler-Gomez
2999,256,2024-02-27,burned,Cch-417,2024-03-14,7,16.0,2024-01-06,1,2,Cairo,Female,7,Berry-Anderson
3000,651,2022-11-10,burned,nvv-719,2023-01-15,2,66.0,2021-11-03,5,1,Port Said,Male,18,Lewis LLC
3001,824,2023-08-07,burned,vZb-011,2023-08-31,6,24.0,2023-06-20,12,2,Fayyum,Female,15,Butler-Gomez
3002,947,2022-04-19,burned,kmS-523,2022-05-13,8,24.0,2022-04-14,20,1,Sohag,Male,20,Griffin-Leblanc
3003,661,2024-05-15,burned,Hby-380,2024-07-29,8,75.0,2021-08-29,7,1,Mansoura,Male,20,Griffin-Leblanc
3004,99,2024-02-14,subscribed,PoG-767,,4,,2024-01-26,16,2,Minya,Female,15,Butler-Gomez
3005,588,2023-09-25,burned,Onb-489,2023-09-26,6,1.0,2023-05-25,1,1,Cairo,Male,15,Butler-Gomez
3006,282,2024-01-01,burned,xNA-313,2024-01-29,5,28.0,2023-08-03,19,1,Qena,Male,9,"Campbell, Shaffer and Martinez"
3007,883,2024-03-10,subscribed,vQw-534,,9,,2022-02-13,8,1,El-Mahalla El-Kubra,Male,13,Thomas-Nelson
3008,403,2024-01-16,subscribed,WyI-154,,8,,2022-01-23,19,1,Qena,Male,20,Griffin-Leblanc
3009,109,2024-03-25,subscribed,pcG-782,,2,,2022-12-18,14,1,Damietta,Male,18,Lewis LLC
3010,700,2022-07-09,subscribed,ZGG-628,,7,,2022-02-08,4,1,Shubra El-Kheima,Male,7,Berry-Anderson
3011,199,2023-12-19,burned,pIh-718,2024-03-08,7,80.0,2023-10-06,4,1,Shubra El-Kheima,Male,7,Berry-Anderson
3012,303,2023-08-19,burned,HxB-224,2023-09-30,1,42.0,2023-05-05,8,1,El-Mahalla El-Kubra,Male,11,"Smith, Lawson and Hernandez"
3013,327,2024-05-06,burned,ylc-785,2024-07-27,1,82.0,2023-06-21,14,2,Damietta,Female,11,"Smith, Lawson and Hernandez"
3014,154,2024-07-04,burned,Gey-517,2024-08-03,4,30.0,2024-07-04,1,2,Cairo,Female,15,Butler-Gomez
3015,552,2022-03-06,subscribed,yTL-411,,5,,2021-11-29,12,1,Fayyum,Male,9,"Campbell, Shaffer and Martinez"
3016,645,2023-10-18,burned,msx-870,2023-12-06,4,49.0,2022-11-21,2,1,Alexandria,Male,15,Butler-Gomez
3017,405,2023-01-07,burned,JXd-939,2023-01-10,7,3.0,2022-06-30,5,1,Port Said,Male,7,Berry-Anderson
3018,462,2024-02-17,subscribed,Bcl-750,,3,,2023-02-09,17,1,Damanhur,Male,8,Medina-Foster
3019,132,2023-08-09,burned,OQH-577,2023-08-18,7,9.0,2023-01-15,7,1,Mansoura,Male,7,Berry-Anderson
3020,791,2023-06-05,burned,VYu-317,2023-07-27,8,52.0,2022-05-27,4,2,Shubra El-Kheima,Female,20,Griffin-Leblanc
3021,874,2023-05-23,burned,ObY-249,2023-05-29,6,6.0,2022-01-09,3,1,Giza,Male,15,Butler-Gomez
3022,84,2023-04-27,burned,aVN-809,2023-07-03,6,67.0,2022-05-28,17,1,Damanhur,Male,15,Butler-Gomez
3023,399,2024-04-21,subscribed,WyW-717,,8,,2024-04-17,4,1,Shubra El-Kheima,Male,20,Griffin-Leblanc
3024,754,2023-11-28,subscribed,RVk-886,,8,,2023-10-14,10,2,Asyut,Female,20,Griffin-Leblanc
3025,628,2023-12-12,subscribed,MXe-444,,7,,2022-11-30,10,2,Asyut,Female,7,Berry-Anderson
3026,109,2024-04-11,subscribed,RjY-851,,6,,2022-12-18,14,1,Damietta,Male,15,Butler-Gomez
3027,221,2023-10-13,subscribed,Rss-226,,6,,2022-12-31,17,2,Damanhur,Female,15,Butler-Gomez
3028,904,2024-05-27,burned,nEH-859,2024-08-16,10,81.0,2023-10-26,6,2,Suez,Female,13,Thomas-Nelson
3029,553,2023-06-07,burned,EGl-905,2023-08-05,6,59.0,2023-05-22,13,1,Zagazig,Male,15,Butler-Gomez
3030,368,2024-06-25,subscribed,WPx-321,,8,,2022-03-15,1,1,Cairo,Male,20,Griffin-Leblanc
3031,147,2024-06-25,subscribed,Sio-293,,1,,2024-06-19,9,1,Tanta,Male,11,"Smith, Lawson and Hernandez"
3032,112,2022-03-01,subscribed,QDt-498,,5,,2022-02-22,5,1,Port Said,Male,9,"Campbell, Shaffer and Martinez"
3033,615,2023-04-02,burned,InB-108,2023-05-08,3,36.0,2022-12-11,9,2,Tanta,Female,8,Medina-Foster
3034,558,2022-12-15,subscribed,XIG-644,,8,,2022-03-14,5,1,Port Said,Male,20,Griffin-Leblanc
3035,924,2024-04-29,burned,Hhe-440,2024-06-29,6,61.0,2023-04-27,5,1,Port Said,Male,15,Butler-Gomez
3036,494,2024-05-30,burned,RzW-196,2024-06-08,2,9.0,2022-09-18,7,1,Mansoura,Male,18,Lewis LLC
3037,505,2023-09-04,burned,nYL-144,2023-10-05,7,31.0,2021-11-05,12,1,Fayyum,Male,7,Berry-Anderson
3038,475,2024-07-10,burned,jiJ-039,2024-07-11,7,1.0,2024-06-12,9,1,Tanta,Male,7,Berry-Anderson
3039,836,2022-08-07,subscribed,wBV-762,,5,,2021-09-16,6,2,Suez,Female,9,"Campbell, Shaffer and Martinez"
3040,890,2022-03-21,burned,TQJ-572,2022-06-08,8,79.0,2022-02-02,1,1,Cairo,Male,20,Griffin-Leblanc
3041,271,2024-04-04,burned,kkF-665,2024-06-02,5,59.0,2022-02-14,6,1,Suez,Male,9,"Campbell, Shaffer and Martinez"
3042,995,2024-07-06,subscribed,isE-568,,1,,2023-02-03,9,1,Tanta,Male,11,"Smith, Lawson and Hernandez"
3043,421,2024-02-12,burned,BrL-956,2024-04-23,9,71.0,2023-07-24,12,2,Fayyum,Female,13,Thomas-Nelson
3044,897,2022-06-26,burned,xrZ-212,2022-09-22,4,88.0,2022-03-11,14,1,Damietta,Male,15,Butler-Gomez
3045,707,2024-03-14,burned,jiy-684,2024-03-21,2,7.0,2022-03-04,19,1,Qena,Male,18,Lewis LLC
3046,367,2024-05-02,subscribed,FLq-470,,4,,2024-01-17,1,2,Cairo,Female,15,Butler-Gomez
3047,280,2024-02-16,burned,AvZ-159,2024-02-20,9,4.0,2022-11-08,5,1,Port Said,Male,13,Thomas-Nelson
3048,283,2024-05-19,burned,xlK-255,2024-07-07,2,49.0,2024-01-08,4,2,Shubra El-Kheima,Female,18,Lewis LLC
3049,40,2023-02-03,subscribed,hVP-439,,4,,2022-05-15,20,2,Sohag,Female,15,Butler-Gomez
3050,959,2022-10-03,subscribed,MOn-026,,2,,2022-04-04,8,2,El-Mahalla El-Kubra,Female,18,Lewis LLC
3051,189,2022-12-29,burned,PaK-021,2022-12-31,5,2.0,2021-12-01,6,2,Suez,Female,9,"Campbell, Shaffer and Martinez"
3052,164,2023-09-28,burned,ivg-657,2023-11-28,3,61.0,2022-09-06,12,2,Fayyum,Female,8,Medina-Foster
3053,994,2024-06-28,subscribed,TpF-115,,10,,2023-02-18,20,2,Sohag,Female,13,Thomas-Nelson
3054,989,2022-12-01,burned,zmc-973,2022-12-13,2,12.0,2022-07-19,15,2,Aswan,Female,18,Lewis LLC
3055,536,2022-12-13,subscribed,bGT-183,,9,,2022-10-14,7,2,Mansoura,Female,13,Thomas-Nelson
3056,536,2024-02-29,burned,XgQ-047,2024-05-03,5,64.0,2022-10-14,7,2,Mansoura,Female,9,"Campbell, Shaffer and Martinez"
3057,4,2023-01-15,subscribed,NjO-762,,10,,2022-11-25,11,2,Ismailia,Female,13,Thomas-Nelson
3058,835,2024-03-23,burned,yhl-994,2024-05-26,5,64.0,2023-07-16,1,2,Cairo,Female,9,"Campbell, Shaffer and Martinez"
3059,290,2024-04-08,subscribed,zGR-970,,1,,2023-11-13,3,2,Giza,Female,11,"Smith, Lawson and Hernandez"
3060,953,2024-03-07,subscribed,Zpd-221,,6,,2023-08-04,8,1,El-Mahalla El-Kubra,Male,15,Butler-Gomez
3061,433,2024-04-15,subscribed,bSy-095,,7,,2024-04-11,19,1,Qena,Male,7,Berry-Anderson
3062,471,2024-05-10,subscribed,Rjl-587,,1,,2023-07-26,19,1,Qena,Male,11,"Smith, Lawson and Hernandez"
3063,181,2024-05-24,subscribed,FUo-889,,9,,2024-05-11,6,1,Suez,Male,13,Thomas-Nelson
3064,248,2024-04-02,burned,ncv-985,2024-04-05,8,3.0,2022-06-14,18,2,Beni Suef,Female,20,Griffin-Leblanc
3065,628,2023-06-28,burned,giS-536,2023-08-30,8,63.0,2022-11-30,10,2,Asyut,Female,20,Griffin-Leblanc
3066,279,2024-04-25,subscribed,thA-387,,7,,2022-04-10,1,2,Cairo,Female,7,Berry-Anderson
3067,877,2022-10-31,burned,QcJ-625,2022-12-19,5,49.0,2022-10-15,19,1,Qena,Male,9,"Campbell, Shaffer and Martinez"
3068,581,2024-02-17,burned,tSy-015,2024-05-01,3,74.0,2023-01-21,8,1,El-Mahalla El-Kubra,Male,8,Medina-Foster
3069,863,2024-03-02,burned,suH-408,2024-03-17,9,15.0,2022-11-16,2,2,Alexandria,Female,13,Thomas-Nelson
3070,254,2024-06-06,burned,DfK-180,2024-09-01,7,87.0,2023-12-27,9,1,Tanta,Male,7,Berry-Anderson
3071,181,2024-05-12,burned,dBe-899,2024-05-29,10,17.0,2024-05-11,6,1,Suez,Male,13,Thomas-Nelson
3072,830,2024-07-10,burned,Qwo-178,2024-08-23,10,44.0,2024-06-13,11,1,Ismailia,Male,13,Thomas-Nelson
3073,681,2024-06-24,subscribed,mNe-533,,8,,2024-06-24,17,1,Damanhur,Male,20,Griffin-Leblanc
3074,825,2024-05-29,burned,nel-082,2024-08-24,6,87.0,2023-11-14,15,2,Aswan,Female,15,Butler-Gomez
3075,509,2023-10-14,burned,Rqj-844,2023-12-02,5,49.0,2023-06-26,14,1,Damietta,Male,9,"Campbell, Shaffer and Martinez"
3076,761,2024-06-02,burned,jlL-991,2024-07-28,8,56.0,2023-10-03,20,1,Sohag,Male,20,Griffin-Leblanc
3077,700,2023-04-15,subscribed,vCS-299,,3,,2022-02-08,4,1,Shubra El-Kheima,Male,8,Medina-Foster
3078,566,2024-01-12,burned,veH-314,2024-02-21,7,40.0,2023-07-16,17,2,Damanhur,Female,7,Berry-Anderson
3079,326,2024-07-09,burned,kDF-476,2024-09-12,2,65.0,2024-06-03,8,1,El-Mahalla El-Kubra,Male,18,Lewis LLC
3080,357,2024-06-11,burned,lRZ-510,2024-06-23,3,12.0,2023-10-03,16,1,Minya,Male,8,Medina-Foster
3081,825,2023-12-18,subscribed,CAp-012,,2,,2023-11-14,15,2,Aswan,Female,18,Lewis LLC
3082,650,2024-04-27,burned,ULR-743,2024-07-19,5,83.0,2024-04-04,12,1,Fayyum,Male,9,"Campbell, Shaffer and Martinez"
3083,680,2024-01-11,subscribed,KvB-983,,7,,2023-06-27,10,2,Asyut,Female,7,Berry-Anderson
